"name","text"
"ProConPartners","@AmericanAir Both pictures taken at the same time but which is right? #totallyconfused http://t.co/dvSLtQZKmQ"
"BenRandall7","Is rudeness and poor customers service a job requirement at @AmericanAir ? Been waiting 28hrs and still haven't even seen one plane😡"
"georgetietjen","@AmericanAir Great seats on this aircraft!"
"MrDockery_","@SouthwestAir I (heart) my CP status. Sure would be nice to have though."
"packersri","@USAirways what is wrong in Boston? Why are only your plains not leaving tonight? Son needs to get back to state college PA"
"geekydewd","@united any options to cos tonight? Doesn't look like #UA5525 will make it in time for #UA6259. Should I reserve a hotel room?"
"sheiladunagan","@SouthwestAir I miss mine terribly. A +1 for my 30th anniversary would be amazing. It would mean LUV is in the air. #dontmakemebeg"
"dhp214","@JetBlue. A bunch of flights are delayed from FFL to Northeast destinations. No announcements at the gate. What's going on?"
"hirammrom","@SouthwestAir yes please!"
"lot223","@SouthwestAir is service to Aruba being permanently discontinued in August?"
"RameyZafar","@SouthwestAir You've inspired me to start my own airline to combat your weak ass airline. sick of this shit"
"AristidesPN","@JetBlue oh right! Me and hundred people arrived back to the same gate we left minutes ago in SDQ http://t.co/7gB0hgW51t"
"otisday","@AmericanAir @kaps12 this is an international airline that experienced record profits last quarter. But they can't staff a call center"
"paulinceptor","@JetBlue 2nd time in a row a flight out of jfk a disaster. Last time I wasn't allowed to fly stndby now a 2 hour delay w/out notification"
"rcwhalen","@AmericanAir Yo could that be a catering truck before mine eyes?  Unmoving? http://t.co/ASW6QwUf1Z"
"wfmayo","@united on the plane. I was thoughtful enough to ask for it and got it; there are prob others that also deserved it"
"otisday","@AmericanAir @cjdjpdx not a valid response in 2015 for a multinational corp whose profits are measured in billions. Stop understaffing!"
"djflacoflash","@united i sure will"
"weezerandburnie","@USAirways ur specialist said they would talk to the stewardess about not serving drunks drinks REALLY how does that help"
"dabatty01","@AmericanAir  sitting on plane for 2.5hrs at gate due to computer sys issue at what point do you Cancelled Flight a flight? ridiculous @PHLAirport"
"bdominguez7","@SouthwestAir flights still going to DAL?"
"georgetietjen","@AmericanAir @superyan I did hear a last call for boarding of this flight when I was at JFK a few hours ago. good luck w/flights!"
"Mrodri0173","@USAirways @AmericanAir USAIR #703 has returned to PHL due to issues with the fire detectors. What happens next?"
"otisday","@AmericanAir @jameswester see James we only have 7 dedicated inbound phone lines because telephones eat into our billions in profits"
"Little_BeerGirl","@USAirways PLEASE HELP need our plane to wait to go to #ELMIRA on Tarmac over an hr baggage took 45 and still not here thru customs"
"Chartchai1983","@SouthwestAir gimme"
"weezerandburnie","@USAirways so I guess you are ok with people being sexually assaulted on your flights nice customer service"
"dhp214","@JetBlue We're flight 1472 FFL to LGA. Scheduled departure 8:15p."
"cressman","@United is truly the drunk uncle of boarding. Don't believe gate agent that overhead is full; don't reserve aisle http://t.co/cdZhTyd0aK"
"defscott627","@southwestair on flight 3130 and I paid $8 for wifi that can't load a website functionally except for your own live streaming. Unacceptable."
"BobTheBruin","@AmericanAir Been trying to call all day get hung up on every time. Your guys are horrible!"
"georgetietjen","@AmericanAir @kconti44 This looks like JFK - had a great pic of the OneWorld jets lined up on the opposite side #Air Berlin LAN and AA."
"nooshies","@JetBlue you're taking me to New Orleans in two weeks so I'll picture that while I shiver #forevercold"
"lmaxwell11","@AmericanAir no worries even though I was talking about seat assignment :)"
"dabatty01","@AmericanAir well done you have taken the fun out of air travel @PHLAirport"
"tranwitte","@SouthwestAir YES please....How do we get that companion pass?"
"coolman13355","@JetBlue I've heard your new in flight tap to pay readers accept ONLY Apple Pay. I thought that was impossible &amp; certainly not EMV compliant"
"gerardoquezada_","@AmericanAir thanks for the show! 👍"
"georgetietjen","@AmericanAir @HeyMyNameIsSEAN Sean if you look at the AA schedule it sometimes gives you a clue if new'airplanes are used. They are gr8"
"smb510","@AmericanAir spoke too soon. 30 min Late Flightr still waiting for bags to load. Some sympathy would be appreciated at the very least."
"erina_jones","@AmericanAir that's ok thanks for letting me know. Appreciate all the responses."
"cjkoluch",".@SouthwestAir Well we all need something to aim for."
"bsniz","@USAirways do you know what flight the pilots for 1581 are coming in on? Thanks."
"CantankerousCMF","@AmericanAir thanks. Now my carry on that you guys insisted be checked at the gate is missing. Won't be here till Late Flight tomorrow morning."
"joshmirm",".@JetBlue ooookay @ABC that's silly of you. guess we're ""watching"" the oscars purely on Twitter reactions tonight. #oscars"
"chiarapotenza","@USAirways @AmericanAir Not providing pilots for your flights: is this a new feature of your merger? #efficencies"
"TNVOLINFL","@SouthwestAir.   50th Anniversary on April 10th. Still. Sweethearts.  Companions.  Lifetime.  Sons.  Families. Love."
"_AmandaBrittney","@SouthwestAir lol I already am ! I am a card member as well too lol i enjoy flying with you Guys"
"WyattTweets","@JetBlue Thank you. Fingers crossed."
"edhgro","@AmericanAir been waiting on hold for more than an hour"
"lizmkim","@AmericanAir I ended up on a flight to LA my fourth time on standby. Thanks! http://t.co/NA5G5EAKPA"
"nooshies","@JetBlue how do we watch the oscars though right now?! No abc on flight :( #missingtheoscars"
"heyashleyglad","@SouthwestAir staff was overall awful through multiple airports would have switched airlines if another flight was available"
"malbeckford","@JetBlue @julesdameron ""Considering?"" #Accessibility is an absolute MUST! #Equality"
"dogbuckeye","@AmericanAir Can you help with my Cancelled Flightled flight -- I'd like to book another flight...I've been on hold for 95 minutes and counting...."
"weezerandburnie","@USAirways @AmericanAir  worst customer service ever how can you let people be assaulted on your flights and do nothing about it"
"MeereeneseKnot","@AmericanAir Yes it says my reservation cannot be retrieved at this time. Also I never got an email from AA saying my flight was Cancelled Flightled."
"thestustein","@USAirways your service at PHL is abysmal. An hour on the runway waiting for a gate no information anywhere missed my connection abysmal!"
"twofishtacos","@JetBlue thanks for the quick response! Fingers crossed the plane gets here then"
"CarolynPerilli","@SouthwestAir everyone deserves red carpet tx until they destroy your luggage &amp;only give you $75 voucher like I want to fly w/them again!"
"cambalam","@united I'm on UA1118 and my direct tv isn't working.  How do I avoid this in future?"
"weezerandburnie","@USAirways @AmericanAir how is it possible that someone is drunk they bring a wheelchair for them but you keep serving them"
"MNTmoney91","@SouthwestAir constantly providing wonderful views and service! #SouthwestLuv http://t.co/9UNxqOTzIK"
"ScottBerry18","@united I need to get from Albuquerque NM USA to Cebu Philippines. I'm providing educational help for 800 kids. Can you help me?"
"sleenieto","@USAirways it's not often that an airline is so easy to work with. I needed to change my flight time and the attendants at MKE made my day!"
"seangotcher","@AmericanAir at JFK flight to Boston delayed 20 min waiting for catering they are boarding flight to LAX waiting for over and hour WTF?"
"thestustein","@USAirways on top of that a dozen ppl missed connections and you have ONE person at customer service? Abysmal!"
"weezerandburnie","@USAirways @AmericanAir so does that mean @AmericanAir that you might care about my sister be assaulted on one of your flights"
"sammijoos","@SouthwestAir companion pass please!"
"SaulFernandezS","@JetBlue after boarding flight 0510 the captain informs that he could exceed the16 hrs regulation and turned the plane around. Incredible!"
"georgetietjen","@AmericanAir @jaynegelman Howabout more@Blacklist too!!"
"Penguins_66","@JetBlue Thanks!  I made it 😃"
"cd_mcfadden","@AmericanAir ""overweight"" flight = you sold more tickets than you had seats. We all know that. Let's call it what it is."
"cjgriede454","@SouthwestAir yes please.my son lives in NJ."
"subzero4534","@SouthwestAir WIFI is so slow it totally precludes working on the web. Will NOT book SWA for business travel. Wish I hadn't lit $24 on fire"
"ckramer","@SouthwestAir Why can we no longer change trips with a companion online? Been doing it for years now get message can't be done online?"
"paulinceptor","@JetBlue I am less concerned about the delay than I am about not being notified until I looked at the board that my flight was delayed"
"ScottBerry18","@united Educate Bohol is a 501(c)(3) w/all volunteer staff. I can help the kids or buy a plane ticket ...I can't do both. Can you help?"
"Marcusluft","@USAirways great thank you!"
"weezerandburnie","@USAirways Really a letter that says you will discuss serving drunks more drinks that doesn't help the current situation"
"MrMarioMendoza","@AmericanAir it wasn't really about the delay. It was more about being told the engine needed to be troubleshot.  Makes a person paranoid."
"nrosenb1","@AmericanAir I can't choose a seat online because I booked on @priceline ??? #SMH"
"MikeDobbinsPHX","@USAirways @GregWallace66 Yea they will give you 5 cents on the dollar!"
"Travelingwellfl","@AmericanAir thanks to FA Shawn for spectacular service on FLT 79 LHRDFW and to FA Susan for such a warm engaging onboard welcome"
"Tee_peterson","@JetBlue @shannonwoodward I'll be checking often. Most probably when they hand the oscars out to the nerds geeks and badly dressed."
"dhp214","@JetBlue Thanks. So the delay was the result of scheduling issues more than weather reLate Flightd problems?"
"r7lutt","@SouthwestAir Have had a companion pass for a few years and my wife and I use it all the time.  Thanks #southwest for making travel easy!"
"nooshies","@JetBlue @ABCNetwork please give JetBlue all the permissions in the world! I'm missing the oscars right now and it's awful #whyabcwhy"
"nooshies","@JetBlue you're still the best"
"beoliu","@USAirways I have contacted them but only got an automated response that won't give me the code."
"Cbarker5","@AmericanAir my flight I have reserved for tomorrow has been Cancelled Flightled. Can I Cancelled Flight my reservation and get a full refund?"
